type,open_time,close_time,entry_price,close_price,balance_before,balance_after,profit,profit_percent,fee_paid,duration_days,duration_hours,duration_minutes
LONG,2025-01-03 15:45:00.000000 ,2025-01-04 02:00:00.000000 ,97432.8,98040.0,1000.0,1005.73,5.73,0.57,0.5031,0,10,15
LONG,2025-01-04 21:00:00.000000 ,2025-01-05 04:00:00.000000 ,98599.02,98187.97,1005.73,1001.04,-4.69,-0.47,0.5008,0,7,0
LONG,2025-01-05 22:00:00.000000 ,2025-01-06 13:15:00.000000 ,98496.52,99044.49,1001.04,1006.1,5.07,0.51,0.5033,0,15,15
LONG,2025-01-06 15:30:00.000000 ,2025-01-07 03:30:00.000000 ,101678.11,101655.51,1006.1,1005.37,-0.73,-0.07,0.5029,0,12,0
SHORT,2025-01-08 00:00:00.000000 ,2025-01-09 00:15:00.000000 ,96954.6,94949.17,1005.37,1025.66,20.28,2.02,0.5131,1,0,15
SHORT,2025-01-09 05:45:00.000000 ,2025-01-10 03:00:00.000000 ,94426.57,93364.36,1025.66,1036.68,11.02,1.07,0.5186,0,21,15
SHORT,2025-01-10 15:45:00.000000 ,2025-01-10 19:45:00.000000 ,94104.01,95108.0,1036.68,1025.1,-11.57,-1.12,0.5128,0,4,0
LONG,2025-01-10 21:15:00.000000 ,2025-01-11 02:45:00.000000 ,94812.86,94312.49,1025.1,1019.18,-5.92,-0.58,0.5098,0,5,30
LONG,2025-01-12 00:00:00.000000 ,2025-01-12 05:15:00.000000 ,94599.99,94607.71,1019.18,1018.76,-0.43,-0.04,0.5096,0,5,15
SHORT,2025-01-12 10:00:00.000000 ,2025-01-12 14:15:00.000000 ,93906.21,94852.34,1018.76,1007.99,-10.77,-1.06,0.5042,0,4,15
LONG,2025-01-12 15:30:00.000000 ,2025-01-12 22:00:00.000000 ,95267.19,94352.7,1007.99,997.81,-10.18,-1.01,0.4992,0,6,30
SHORT,2025-01-13 08:45:00.000000 ,2025-01-13 19:00:00.000000 ,93269.28,92077.65,997.81,1010.06,12.24,1.23,0.5053,0,10,15
LONG,2025-01-14 13:45:00.000000 ,2025-01-15 11:30:00.000000 ,96296.01,96641.11,1010.06,1013.17,3.11,0.31,0.5068,0,21,45
LONG,2025-01-15 14:45:00.000000 ,2025-01-16 05:15:00.000000 ,98993.1,99381.75,1013.17,1016.64,3.47,0.34,0.5086,0,14,30
LONG,2025-01-16 19:00:00.000000 ,2025-01-18 01:15:00.000000 ,99584.23,104438.6,1016.64,1065.66,49.02,4.82,0.5331,1,6,15
SHORT,2025-01-20 06:30:00.000000 ,2025-01-20 07:00:00.000000 ,102640.0,107482.36,1065.66,1014.88,-50.78,-4.77,0.5077,0,0,30
LONG,2025-01-20 07:30:00.000000 ,2025-01-20 08:00:00.000000 ,108706.15,107120.65,1014.88,999.58,-15.3,-1.51,0.5,0,0,30
LONG,2025-01-20 08:30:00.000000 ,2025-01-20 16:30:00.000000 ,108038.55,105620.01,999.58,976.71,-22.87,-2.29,0.4886,0,8,0
SHORT,2025-01-20 21:00:00.000000 ,2025-01-21 02:00:00.000000 ,103647.16,101498.23,976.71,996.46,19.75,2.02,0.4985,0,5,0
SHORT,2025-01-22 03:15:00.000000 ,2025-01-22 06:15:00.000000 ,105815.11,105885.32,996.46,995.3,-1.16,-0.12,0.4979,0,3,0
SHORT,2025-01-23 04:30:00.000000 ,2025-01-23 15:00:00.000000 ,101809.99,105213.6,995.3,961.55,-33.76,-3.39,0.481,0,10,30
SHORT,2025-01-23 23:30:00.000000 ,2025-01-24 06:00:00.000000 ,104299.99,105222.15,961.55,952.57,-8.98,-0.93,0.4765,0,6,30
LONG,2025-01-24 09:45:00.000000 ,2025-01-24 22:15:00.000000 ,105297.09,105201.07,952.57,951.23,-1.34,-0.14,0.4759,0,12,30
LONG,2025-01-25 16:15:00.000000 ,2025-01-25 19:30:00.000000 ,104915.41,105002.95,951.23,951.54,0.32,0.03,0.476,0,3,15
SHORT,2025-01-27 01:15:00.000000 ,2025-01-27 14:30:00.000000 ,101434.01,100765.41,951.54,957.34,5.79,0.61,0.4789,0,13,15
SHORT,2025-01-27 20:00:00.000000 ,2025-01-27 21:45:00.000000 ,99700.01,101124.0,957.34,943.19,-14.15,-1.48,0.4718,0,1,45
LONG,2025-01-29 05:30:00.000000 ,2025-01-29 14:15:00.000000 ,102172.0,102040.0,943.19,941.5,-1.69,-0.18,0.471,0,8,45
LONG,2025-01-29 23:15:00.000000 ,2025-01-30 14:00:00.000000 ,104121.97,104879.99,941.5,947.88,6.38,0.68,0.4742,0,14,45
LONG,2025-01-30 17:15:00.000000 ,2025-01-30 21:00:00.000000 ,105335.4,104907.1,947.88,943.56,-4.33,-0.46,0.472,0,3,45
LONG,2025-01-31 14:00:00.000000 ,2025-01-31 19:15:00.000000 ,104664.01,102670.0,943.56,925.12,-18.44,-1.95,0.4628,0,5,15
SHORT,2025-01-31 19:45:00.000000 ,2025-02-01 05:30:00.000000 ,102350.01,102479.47,925.12,923.49,-1.63,-0.18,0.462,0,9,45
SHORT,2025-02-01 10:00:00.000000 ,2025-02-01 18:00:00.000000 ,101675.99,102262.5,923.49,917.7,-5.79,-0.63,0.4591,0,8,0
SHORT,2025-02-01 21:30:00.000000 ,2025-02-03 10:00:00.000000 ,101480.68,95277.0,917.7,973.31,55.61,6.06,0.4869,1,12,30
SHORT,2025-02-05 18:45:00.000000 ,2025-02-06 03:45:00.000000 ,97009.88,97476.16,973.31,968.15,-5.16,-0.53,0.4843,0,9,0
SHORT,2025-02-06 16:15:00.000000 ,2025-02-07 02:15:00.000000 ,97533.46,97267.19,968.15,970.31,2.16,0.22,0.4854,0,10,0
SHORT,2025-02-07 20:00:00.000000 ,2025-02-08 18:45:00.000000 ,96898.56,96475.0,970.31,974.06,3.75,0.39,0.4873,0,22,45
SHORT,2025-02-09 13:15:00.000000 ,2025-02-09 16:30:00.000000 ,96406.29,96440.59,974.06,973.23,-0.83,-0.09,0.4869,0,3,15
LONG,2025-02-10 05:45:00.000000 ,2025-02-10 16:15:00.000000 ,97189.3,97180.6,973.23,972.66,-0.57,-0.06,0.4866,0,10,30
LONG,2025-02-11 02:00:00.000000 ,2025-02-11 12:30:00.000000 ,97994.24,97711.4,972.66,969.36,-3.29,-0.34,0.4849,0,10,30
SHORT,2025-02-12 00:30:00.000000 ,2025-02-12 02:45:00.000000 ,95907.9,96014.0,969.36,967.81,-1.56,-0.16,0.4841,0,2,15
SHORT,2025-02-12 15:15:00.000000 ,2025-02-12 18:00:00.000000 ,94979.99,97354.88,967.81,943.14,-24.67,-2.55,0.4718,0,2,45
SHORT,2025-02-13 06:15:00.000000 ,2025-02-13 07:15:00.000000 ,96572.66,96145.52,943.14,946.83,3.7,0.39,0.4737,0,1,0
LONG,2025-02-13 22:30:00.000000 ,2025-02-14 02:30:00.000000 ,96474.0,96682.01,946.83,948.4,1.57,0.17,0.4744,0,4,0
LONG,2025-02-14 18:45:00.000000 ,2025-02-15 04:00:00.000000 ,98309.76,97653.19,948.4,941.6,-6.81,-0.72,0.471,0,9,15
SHORT,2025-02-16 14:30:00.000000 ,2025-02-17 13:00:00.000000 ,96825.93,96457.75,941.6,944.7,3.11,0.33,0.4726,0,22,30
SHORT,2025-02-17 18:00:00.000000 ,2025-02-18 01:15:00.000000 ,95479.78,95976.18,944.7,939.32,-5.38,-0.57,0.4699,0,7,15
SHORT,2025-02-18 07:45:00.000000 ,2025-02-18 13:15:00.000000 ,95475.24,96350.0,939.32,930.25,-9.07,-0.97,0.4654,0,5,30
SHORT,2025-02-18 17:45:00.000000 ,2025-02-19 00:00:00.000000 ,94258.86,95671.74,930.25,915.85,-14.4,-1.55,0.4582,0,6,15
LONG,2025-02-19 23:45:00.000000 ,2025-02-21 04:00:00.000000 ,96678.93,98141.99,915.85,929.24,13.39,1.46,0.4649,1,4,15
LONG,2025-02-21 13:00:00.000000 ,2025-02-21 17:30:00.000000 ,98903.99,97911.98,929.24,919.46,-9.78,-1.05,0.46,0,4,30
SHORT,2025-02-22 02:45:00.000000 ,2025-02-22 04:00:00.000000 ,96431.64,96299.08,919.46,920.27,0.8,0.09,0.4604,0,1,15
SHORT,2025-02-23 13:15:00.000000 ,2025-02-23 22:45:00.000000 ,95850.71,95840.51,920.27,919.9,-0.36,-0.04,0.4602,0,9,30
SHORT,2025-02-24 06:00:00.000000 ,2025-02-24 12:30:00.000000 ,95727.39,95831.99,919.9,918.44,-1.46,-0.16,0.4594,0,6,30
SHORT,2025-02-24 15:45:00.000000 ,2025-02-25 22:30:00.000000 ,94100.0,88841.58,918.44,969.28,50.84,5.54,0.4849,1,6,45
SHORT,2025-02-27 22:30:00.000000 ,2025-02-28 12:45:00.000000 ,84042.01,80187.43,969.28,1013.23,43.95,4.53,0.5069,0,14,15
LONG,2025-03-02 16:30:00.000000 ,2025-03-03 03:30:00.000000 ,88960.01,92718.01,1013.23,1055.5,42.27,4.17,0.528,0,11,0
SHORT,2025-03-05 05:45:00.000000 ,2025-03-05 08:45:00.000000 ,86962.0,87876.68,1055.5,1043.88,-11.62,-1.1,0.5222,0,3,0
LONG,2025-03-05 13:15:00.000000 ,2025-03-06 10:15:00.000000 ,89720.9,91000.0,1043.88,1058.23,14.35,1.37,0.5294,0,21,0
LONG,2025-03-07 00:00:00.000000 ,2025-03-07 01:00:00.000000 ,89931.88,85529.23,1058.23,1005.92,-52.31,-4.94,0.5032,0,1,0
SHORT,2025-03-07 06:45:00.000000 ,2025-03-07 09:15:00.000000 ,87879.29,88660.62,1005.92,996.48,-9.44,-0.94,0.4985,0,2,30
SHORT,2025-03-07 17:45:00.000000 ,2025-03-08 09:30:00.000000 ,87973.73,86347.59,996.48,1014.39,17.91,1.8,0.5074,0,15,45
SHORT,2025-03-09 09:45:00.000000 ,2025-03-10 04:45:00.000000 ,85844.15,82349.34,1014.39,1055.16,40.77,4.02,0.5278,0,19,0
LONG,2025-03-12 11:30:00.000000 ,2025-03-12 16:30:00.000000 ,82766.65,81843.85,1055.16,1042.87,-12.29,-1.16,0.5217,0,5,0
LONG,2025-03-12 21:30:00.000000 ,2025-03-13 06:30:00.000000 ,83144.67,83016.61,1042.87,1040.75,-2.13,-0.2,0.5206,0,9,0
SHORT,2025-03-13 22:00:00.000000 ,2025-03-14 00:45:00.000000 ,80819.99,81537.35,1040.75,1030.99,-9.75,-0.94,0.5158,0,2,45
LONG,2025-03-14 21:15:00.000000 ,2025-03-15 01:45:00.000000 ,83980.04,84154.36,1030.99,1032.62,1.62,0.16,0.5166,0,4,30
LONG,2025-03-15 16:15:00.000000 ,2025-03-16 01:30:00.000000 ,84301.89,84184.45,1032.62,1030.66,-1.95,-0.19,0.5156,0,9,15
SHORT,2025-03-16 13:15:00.000000 ,2025-03-16 18:00:00.000000 ,83013.19,83913.22,1030.66,1018.98,-11.68,-1.13,0.5097,0,4,45
SHORT,2025-03-16 22:45:00.000000 ,2025-03-17 04:00:00.000000 ,82434.36,83675.64,1018.98,1003.13,-15.85,-1.56,0.5018,0,5,15
SHORT,2025-03-17 15:00:00.000000 ,2025-03-17 17:45:00.000000 ,82913.03,84244.81,1003.13,986.53,-16.61,-1.66,0.4935,0,2,45
SHORT,2025-03-18 15:45:00.000000 ,2025-03-18 22:15:00.000000 ,81874.16,82274.49,986.53,981.21,-5.31,-0.54,0.4909,0,6,30
LONG,2025-03-19 18:30:00.000000 ,2025-03-20 05:15:00.000000 ,84267.97,85651.29,981.21,996.82,15.61,1.59,0.4987,0,10,45
LONG,2025-03-21 03:15:00.000000 ,2025-03-21 07:45:00.000000 ,84422.75,83794.17,996.82,988.9,-7.92,-0.79,0.4947,0,4,30
SHORT,2025-03-21 08:45:00.000000 ,2025-03-21 19:30:00.000000 ,83867.23,84003.73,988.9,986.8,-2.1,-0.21,0.4936,0,10,45
LONG,2025-03-23 11:30:00.000000 ,2025-03-24 23:00:00.000000 ,84912.35,87457.66,986.8,1015.87,29.07,2.95,0.5082,1,11,30
LONG,2025-03-25 12:00:00.000000 ,2025-03-25 23:45:00.000000 ,87370.44,87420.0,1015.87,1015.94,0.07,0.01,0.5082,0,11,45
SHORT,2025-03-26 01:30:00.000000 ,2025-03-26 07:45:00.000000 ,87841.25,88211.29,1015.94,1011.16,-4.79,-0.47,0.5058,0,6,15
LONG,2025-03-26 08:45:00.000000 ,2025-03-26 14:30:00.000000 ,88047.37,86699.51,1011.16,995.18,-15.98,-1.58,0.4978,0,5,45
SHORT,2025-03-27 13:00:00.000000 ,2025-03-27 19:30:00.000000 ,86761.04,87364.01,995.18,987.77,-7.41,-0.74,0.4941,0,6,30
SHORT,2025-03-28 04:45:00.000000 ,2025-03-29 00:15:00.000000 ,86251.57,84470.39,987.77,1007.66,19.89,2.01,0.5041,0,19,30
SHORT,2025-03-29 07:30:00.000000 ,2025-03-29 22:00:00.000000 ,83836.92,82518.74,1007.66,1022.99,15.33,1.52,0.5118,0,14,30
SHORT,2025-03-30 15:15:00.000000 ,2025-03-31 08:15:00.000000 ,82933.97,82162.34,1022.99,1032.0,9.0,0.88,0.5163,0,17,0
SHORT,2025-03-31 22:45:00.000000 ,2025-04-01 03:45:00.000000 ,82333.01,83006.02,1032.0,1023.05,-8.95,-0.87,0.5118,0,5,0
LONG,2025-04-01 06:30:00.000000 ,2025-04-02 02:15:00.000000 ,83134.57,84750.11,1023.05,1042.41,19.36,1.89,0.5215,0,19,45
LONG,2025-04-02 11:30:00.000000 ,2025-04-02 22:15:00.000000 ,84820.75,83684.86,1042.41,1027.93,-14.47,-1.39,0.5142,0,10,45
SHORT,2025-04-03 12:45:00.000000 ,2025-04-03 22:15:00.000000 ,82188.01,82776.72,1027.93,1020.06,-7.87,-0.77,0.5103,0,9,30
SHORT,2025-04-04 13:00:00.000000 ,2025-04-04 18:15:00.000000 ,82879.99,84017.8,1020.06,1005.55,-14.51,-1.42,0.503,0,5,15
LONG,2025-04-04 21:15:00.000000 ,2025-04-05 03:15:00.000000 ,84186.3,83822.67,1005.55,1000.71,-4.84,-0.48,0.5006,0,6,0
LONG,2025-04-06 00:00:00.000000 ,2025-04-06 01:00:00.000000 ,83537.99,83527.22,1000.71,1000.08,-0.63,-0.06,0.5003,0,1,0
SHORT,2025-04-06 09:30:00.000000 ,2025-04-07 13:00:00.000000 ,83117.97,77335.88,1000.08,1069.12,69.04,6.9,0.5348,1,3,30
LONG,2025-04-10 01:30:00.000000 ,2025-04-10 04:00:00.000000 ,82426.15,81775.2,1069.12,1060.14,-8.97,-0.84,0.5303,0,2,30
LONG,2025-04-11 02:45:00.000000 ,2025-04-11 11:15:00.000000 ,80438.55,82630.0,1060.14,1088.48,28.34,2.67,0.5445,0,8,30
LONG,2025-04-11 21:15:00.000000 ,2025-04-12 02:00:00.000000 ,83930.52,83217.39,1088.48,1078.69,-9.79,-0.9,0.5396,0,4,45
LONG,2025-04-12 08:30:00.000000 ,2025-04-13 05:00:00.000000 ,83583.48,84619.98,1078.69,1091.52,12.83,1.19,0.546,0,20,30
LONG,2025-04-14 02:45:00.000000 ,2025-04-14 04:15:00.000000 ,85322.35,84448.67,1091.52,1079.81,-11.72,-1.07,0.5402,0,1,30
LONG,2025-04-15 04:00:00.000000 ,2025-04-15 14:45:00.000000 ,85379.97,85232.33,1079.81,1077.4,-2.41,-0.22,0.539,0,10,45
SHORT,2025-04-17 01:45:00.000000 ,2025-04-17 07:15:00.000000 ,84319.29,84672.13,1077.4,1072.35,-5.04,-0.47,0.5364,0,5,30
LONG,2025-04-17 18:30:00.000000 ,2025-04-18 02:15:00.000000 ,85270.0,84819.33,1072.35,1066.15,-6.2,-0.58,0.5333,0,7,45
LONG,2025-04-19 11:45:00.000000 ,2025-04-19 17:45:00.000000 ,85215.2,85071.98,1066.15,1063.83,-2.32,-0.22,0.5322,0,6,0
LONG,2025-04-21 05:30:00.000000 ,2025-04-21 12:00:00.000000 ,87456.73,86971.92,1063.83,1057.4,-6.43,-0.6,0.529,0,6,30
LONG,2025-04-21 16:00:00.000000 ,2025-04-21 19:00:00.000000 ,88044.81,86786.29,1057.4,1041.77,-15.64,-1.48,0.5211,0,3,0
LONG,2025-04-22 02:15:00.000000 ,2025-04-23 14:15:00.000000 ,88352.55,93305.16,1041.77,1099.61,57.85,5.55,0.5501,1,12,0
LONG,2025-04-25 14:15:00.000000 ,2025-04-25 23:00:00.000000 ,95299.5,94850.01,1099.61,1093.88,-5.73,-0.52,0.5472,0,8,45
LONG,2025-04-27 00:30:00.000000 ,2025-04-27 04:30:00.000000 ,94949.49,94210.0,1093.88,1084.82,-9.06,-0.83,0.5427,0,4,0
SHORT,2025-04-27 05:30:00.000000 ,2025-04-27 19:00:00.000000 ,93794.11,94287.28,1084.82,1078.57,-6.24,-0.58,0.5396,0,13,30
SHORT,2025-04-28 01:15:00.000000 ,2025-04-28 06:00:00.000000 ,93339.99,94224.28,1078.57,1067.82,-10.75,-1.0,0.5342,0,4,45
LONG,2025-04-28 14:45:00.000000 ,2025-04-28 16:00:00.000000 ,94630.87,93833.5,1067.82,1058.3,-9.53,-0.89,0.5294,0,1,15
LONG,2025-04-28 23:15:00.000000 ,2025-04-29 05:30:00.000000 ,94986.57,94342.5,1058.3,1050.59,-7.7,-0.73,0.5256,0,6,15
LONG,2025-04-29 12:15:00.000000 ,2025-04-29 22:15:00.000000 ,95090.83,94258.52,1050.59,1040.88,-9.72,-0.92,0.5207,0,10,0
LONG,2025-04-30 06:15:00.000000 ,2025-04-30 13:45:00.000000 ,94909.09,93900.0,1040.88,1029.3,-11.58,-1.11,0.5149,0,7,30
SHORT,2025-04-30 17:15:00.000000 ,2025-04-30 21:45:00.000000 ,93809.53,94482.81,1029.3,1021.4,-7.9,-0.77,0.511,0,4,30
LONG,2025-05-01 14:45:00.000000 ,2025-05-01 22:30:00.000000 ,96368.0,96598.67,1021.4,1023.33,1.93,0.19,0.5119,0,7,45
LONG,2025-05-02 03:45:00.000000 ,2025-05-02 08:00:00.000000 ,97188.0,96350.01,1023.33,1014.0,-9.33,-0.91,0.5073,0,4,15
LONG,2025-05-02 15:30:00.000000 ,2025-05-02 21:45:00.000000 ,97159.29,96830.49,1014.0,1010.06,-3.94,-0.39,0.5053,0,6,15
SHORT,2025-05-03 13:00:00.000000 ,2025-05-03 15:45:00.000000 ,96120.43,96420.63,1010.06,1006.4,-3.66,-0.36,0.5035,0,2,45
SHORT,2025-05-04 03:00:00.000000 ,2025-05-04 20:45:00.000000 ,95892.28,95699.85,1006.4,1007.92,1.52,0.15,0.5042,0,17,45
SHORT,2025-05-05 00:15:00.000000 ,2025-05-05 19:00:00.000000 ,94443.77,94730.39,1007.92,1004.36,-3.56,-0.35,0.5024,0,18,45
SHORT,2025-05-06 05:15:00.000000 ,2025-05-06 16:30:00.000000 ,94490.67,94509.16,1004.36,1003.66,-0.7,-0.07,0.5021,0,11,15
LONG,2025-05-06 22:30:00.000000 ,2025-05-07 17:45:00.000000 ,95654.84,96572.95,1003.66,1012.79,9.13,0.91,0.5066,0,19,15
LONG,2025-05-08 00:15:00.000000 ,2025-05-09 15:45:00.000000 ,97082.57,102841.26,1012.79,1072.33,59.54,5.88,0.5364,1,15,30
LONG,2025-05-12 08:45:00.000000 ,2025-05-12 13:15:00.000000 ,104525.0,104209.08,1072.33,1068.55,-3.78,-0.35,0.5345,0,4,30
SHORT,2025-05-12 18:45:00.000000 ,2025-05-13 07:30:00.000000 ,101202.98,102800.0,1068.55,1051.16,-17.39,-1.63,0.5258,0,12,45
LONG,2025-05-14 14:00:00.000000 ,2025-05-14 16:00:00.000000 ,103970.87,103514.24,1051.16,1046.02,-5.14,-0.49,0.5233,0,2,0
SHORT,2025-05-15 04:30:00.000000 ,2025-05-15 15:30:00.000000 ,102839.37,102492.84,1046.02,1049.02,3.0,0.29,0.5248,0,11,0
LONG,2025-05-16 18:30:00.000000 ,2025-05-16 21:30:00.000000 ,103861.92,103566.56,1049.02,1045.52,-3.51,-0.33,0.523,0,3,0
SHORT,2025-05-17 13:45:00.000000 ,2025-05-17 18:30:00.000000 ,102804.4,103201.36,1045.52,1040.96,-4.56,-0.44,0.5207,0,4,45
LONG,2025-05-18 15:00:00.000000 ,2025-05-18 21:00:00.000000 ,105270.98,104053.05,1040.96,1028.4,-12.56,-1.21,0.5145,0,6,0
LONG,2025-05-19 00:30:00.000000 ,2025-05-19 04:00:00.000000 ,106109.5,103605.9,1028.4,1003.63,-24.77,-2.41,0.5021,0,3,30
LONG,2025-05-19 15:45:00.000000 ,2025-05-20 01:45:00.000000 ,104869.57,106352.1,1003.63,1017.31,13.68,1.36,0.5089,0,10,0
LONG,2025-05-20 05:00:00.000000 ,2025-05-20 08:00:00.000000 ,106220.0,105021.7,1017.31,1005.33,-11.98,-1.18,0.5029,0,3,0
LONG,2025-05-20 18:15:00.000000 ,2025-05-21 09:45:00.000000 ,106273.79,106137.53,1005.33,1003.54,-1.79,-0.18,0.502,0,15,30
LONG,2025-05-21 15:30:00.000000 ,2025-05-22 11:45:00.000000 ,108915.0,110675.31,1003.54,1019.25,15.71,1.57,0.5099,0,20,15
LONG,2025-05-22 16:00:00.000000 ,2025-05-22 22:30:00.000000 ,111290.85,111056.9,1019.25,1016.6,-2.65,-0.26,0.5086,0,6,30
SHORT,2025-05-23 20:30:00.000000 ,2025-05-24 05:45:00.000000 ,108664.05,108222.46,1016.6,1020.22,3.62,0.36,0.5104,0,9,15
SHORT,2025-05-25 00:00:00.000000 ,2025-05-25 19:45:00.000000 ,107761.9,107659.79,1020.22,1020.68,0.46,0.04,0.5106,0,19,45
LONG,2025-05-26 10:30:00.000000 ,2025-05-26 15:15:00.000000 ,109817.5,109643.57,1020.68,1018.55,-2.13,-0.21,0.5095,0,4,45
LONG,2025-05-27 09:15:00.000000 ,2025-05-27 21:30:00.000000 ,109717.85,109053.05,1018.55,1011.87,-6.68,-0.66,0.5062,0,12,15
SHORT,2025-05-27 23:30:00.000000 ,2025-05-28 06:45:00.000000 ,108919.25,108752.8,1011.87,1012.91,1.04,0.1,0.5067,0,7,15
SHORT,2025-05-28 15:00:00.000000 ,2025-05-29 00:30:00.000000 ,107522.71,108010.0,1012.91,1007.82,-5.09,-0.5,0.5042,0,9,30
SHORT,2025-05-29 16:00:00.000000 ,2025-05-30 05:15:00.000000 ,107019.9,106095.24,1007.82,1016.02,8.2,0.81,0.5083,0,13,15
SHORT,2025-05-30 09:00:00.000000 ,2025-05-31 13:30:00.000000 ,105177.34,104104.58,1016.02,1025.87,9.85,0.97,0.5132,1,4,30
SHORT,2025-06-01 03:30:00.000000 ,2025-06-01 12:30:00.000000 ,104137.32,104048.79,1025.87,1026.23,0.36,0.03,0.5134,0,9,0
LONG,2025-06-01 16:30:00.000000 ,2025-06-02 04:15:00.000000 ,105155.41,104904.77,1026.23,1023.27,-2.96,-0.29,0.5119,0,11,45
LONG,2025-06-02 21:30:00.000000 ,2025-06-03 06:15:00.000000 ,104792.61,105367.43,1023.27,1028.37,5.1,0.5,0.5144,0,8,45
LONG,2025-06-03 15:15:00.000000 ,2025-06-03 23:00:00.000000 ,106439.71,105743.74,1028.37,1021.13,-7.23,-0.7,0.5108,0,7,45
SHORT,2025-06-05 09:00:00.000000 ,2025-06-05 12:45:00.000000 ,104675.36,105439.11,1021.13,1013.18,-7.96,-0.78,0.5068,0,3,45
SHORT,2025-06-05 17:15:00.000000 ,2025-06-06 04:15:00.000000 ,103410.36,102520.0,1013.18,1021.39,8.21,0.81,0.5109,0,11,0
LONG,2025-06-07 05:45:00.000000 ,2025-06-08 02:15:00.000000 ,104900.0,105508.32,1021.39,1026.8,5.41,0.53,0.5137,0,20,30
LONG,2025-06-08 15:15:00.000000 ,2025-06-09 00:00:00.000000 ,106024.68,105734.01,1026.8,1023.47,-3.33,-0.32,0.512,0,8,45
LONG,2025-06-09 10:15:00.000000 ,2025-06-10 05:45:00.000000 ,107176.37,109394.88,1023.47,1044.13,20.66,2.02,0.5223,0,19,30
LONG,2025-06-10 21:45:00.000000 ,2025-06-11 05:00:00.000000 ,109821.27,109562.75,1044.13,1041.16,-2.98,-0.29,0.5208,0,7,15
LONG,2025-06-11 16:00:00.000000 ,2025-06-11 18:30:00.000000 ,109735.7,108554.29,1041.16,1029.43,-11.72,-1.13,0.515,0,2,30
SHORT,2025-06-11 22:45:00.000000 ,2025-06-12 17:15:00.000000 ,108324.46,107879.7,1029.43,1033.14,3.71,0.36,0.5168,0,18,30
SHORT,2025-06-12 21:45:00.000000 ,2025-06-13 09:00:00.000000 ,106058.57,104739.44,1033.14,1045.47,12.33,1.19,0.523,0,11,15
SHORT,2025-06-14 07:15:00.000000 ,2025-06-14 19:30:00.000000 ,104940.0,104914.42,1045.47,1045.2,-0.27,-0.03,0.5229,0,12,15
LONG,2025-06-14 23:45:00.000000 ,2025-06-15 06:30:00.000000 ,105449.91,105550.0,1045.2,1045.67,0.47,0.04,0.5231,0,6,45
SHORT,2025-06-15 10:15:00.000000 ,2025-06-15 15:30:00.000000 ,105131.06,105732.29,1045.67,1039.17,-6.5,-0.62,0.5198,0,5,15
LONG,2025-06-15 17:30:00.000000 ,2025-06-15 21:15:00.000000 ,105536.5,104551.56,1039.17,1028.96,-10.21,-0.98,0.5147,0,3,45
LONG,2025-06-16 03:15:00.000000 ,2025-06-17 00:45:00.000000 ,105873.96,106740.0,1028.96,1036.85,7.9,0.77,0.5187,0,21,30
